Date,Open,High,Low,Close,Volume,Ticker
2020-09-21,107.07676696777344,107.18376650924331,100.28719410755745,101.68790998043804,195713800,AAPL
2020-09-22,108.75957489013672,109.78093154907663,106.18187865602258,109.60584204815116,183055400,AAPL
2020-09-23,104.19754028320312,109.05140034753937,103.8570830937395,108.574770672038,150718700,AAPL
2020-09-24,105.26750183105469,107.24211740863973,102.13534991299021,102.30071012698828,167743300,AAPL
2020-09-25,109.21674346923828,109.37238186529035,104.73251422513682,105.4717817638898,149981400,AAPL
2020-09-28,111.82361602783203,112.17379496261228,109.70309133221676,111.87225487703624,137672400,AAPL
2020-09-29,110.97738647460938,112.16410355161308,110.47157640996382,111.42484325876565,99382200,AAPL
2020-09-30,112.65043640136719,114.06088154339487,110.52018964814512,110.68554987889233,142675200,AAPL
2020-10-01,113.60372924804688,114.50835723025065,112.66992091500572,114.43053801385166,116120400,AAPL
2020-10-02,109.93656158447266,112.22245433262894,109.15839180363562,109.81011094316419,144712000,AAPL
2020-10-05,113.32164001464844,113.4675491899042,110.4521250600303,110.80230411214458,106243800,AAPL
2020-10-06,110.0727310180664,112.95197432395875,109.18755440898893,112.54342727755945,161498200,AAPL
2020-10-07,111.94036865234375,112.39754721573827,111.01628226939263,111.49291934511135,96849000,AAPL
2020-10-08,111.83335876464844,113.22434541737783,111.46372127712412,113.07843627342072,83477200,AAPL
2020-10-09,113.77879333496094,113.80797367927401,111.78471903276535,112.13489800701674,100506900,AAPL
2020-10-12,121.00611114501953,121.76482993780782,116.02579270598136,116.78451149876966,240226800,AAPL
2020-10-13,117.7961196899414,121.96907978641414,116.38568190119372,121.8523509831308,262330500,AAPL
2020-10-14,117.88365173339844,119.67344860704317,116.35648535401263,117.69883300924619,150712000,AAPL
2020-10-15,117.4167709350586,117.89340060422654,114.92661561063214,115.48106448900049,112559200,AAPL
2020-10-16,115.7728500366211,118.23383189518665,115.56858022314269,117.97119397696682,115393800,AAPL
2020-10-19,112.8158187866211,117.13468096654279,112.50454937346234,116.68723164895509,120639300,AAPL
2020-10-20,114.3040542602539,115.73395040729928,112.47534031056462,113.02978907969988,124423700,AAPL
2020-10-21,113.6815185546875,115.47131553347286,113.2729714867065,113.48697056487583,89946000,AAPL
2020-10-22,112.59209442138672,114.81961925340501,111.46373812027767,114.2457118461172,101988000,AAPL
2020-10-23,111.90145111083984,113.37025699470568,111.16218354117096,113.21461859214486,82572600,AAPL
2020-10-26,111.91114044189453,113.3702165497615,109.80033803236756,110.89951344989072,111850700,AAPL
2020-10-27,113.41890716552734,114.08035564318217,111.41511063965335,112.33918968845478,92276800,AAPL
2020-10-28,108.16621398925781,112.28081345722651,108.06894369566764,111.9111833730848,143937800,AAPL
2020-10-29,112.1738510131836,113.73992774813537,109.13896786904563,109.30433558622234,146129200,AAPL
2020-10-30,105.89007568359375,108.93468016821244,104.78117782421192,108.03005218595369,190272600,AAPL
2020-11-02,105.80249786376953,107.66039217853414,104.39206020859244,106.1332257311281,122866900,AAPL
2020-11-03,107.42694854736328,108.44829771179337,105.76360211850799,106.66822990485883,107624400,AAPL
2020-11-04,111.81389617919922,112.43643491089769,109.28483165401832,111.02599722029115,138235500,AAPL
2020-11-05,115.7825927734375,116.35650010587017,113.68152628924997,114.73205582071998,126387100,AAPL
2020-11-06,115.65103912353516,116.14797562576489,113.15658083671656,115.29051000363815,114457900,AAPL
2020-11-09,113.34172058105469,118.86654305221815,113.07863698273503,117.41469537353174,154515300,AAPL
2020-11-10,113.00071716308594,114.57923409087746,111.20782446930689,112.59147258432904,138023400,AAPL
2020-11-11,116.43058013916016,116.5669949893343,113.45867669287837,114.18947371911923,112295000,AAPL
2020-11-12,116.15775299072266,117.44395548780155,115.53414010935421,116.5572589421894,103162300,AAPL
2020-11-13,116.20647430419922,116.6059728165846,114.85206439758592,116.38186588950428,81581900,AAPL
2020-11-16,117.21984100341797,117.89216918384535,115.12488813037272,115.87516977446028,91183000,AAPL
2020-11-17,116.33314514160156,117.58037091037836,115.91415453796073,116.48905207972464,74271000,AAPL
2020-11-18,115.0079574584961,116.75212717189736,114.97872676825749,115.57310891661412,76322100,AAPL
2020-11-19,115.60234832763672,116.01159288995271,113.81920174805022,114.57922948779476,74113000,AAPL
2020-11-20,114.33563995361328,115.72902673671257,114.28692460685124,115.60235791426813,73604300,AAPL
2020-11-23,110.93498229980469,114.60845935593927,110.83754418732941,114.17972274018632,127959300,AAPL
2020-11-24,112.22117614746094,112.8837656693911,109.70723289360379,110.99344264268959,113874200,AAPL
2020-11-25,113.05915832519531,113.760724582734,112.22117723247423,112.59145244287018,76499200,AAPL
2020-11-27,113.60484313964844,114.48180115821293,113.24432132327661,113.58535848770373,46691300,AAPL
2020-11-30,116.00184631347656,117.87268484188316,113.8191939296174,113.97510085734369,169410200,AAPL
2020-12-01,119.577880859375,120.30867787495882,116.93726853515172,117.91166455593012,127728200,AAPL
2020-12-02,119.92865753173828,120.21123325455888,117.79472798281287,118.89579275045067,89004200,AAPL
2020-12-03,119.79225158691406,120.61074069251367,119.08093920643189,120.35739564047255,78967600,AAPL
2020-12-04,119.11991119384766,119.71429334953903,118.40859884170744,119.46094830759233,78260400,AAPL
2020-12-07,120.58151245117188,121.38051692318322,119.11991836085464,119.17837974557071,86712000,AAPL
2020-12-08,121.19535827636719,121.78000175835267,119.93838668457948,121.18561966997126,82225500,AAPL
2020-12-09,118.66191864013672,122.7251473181865,117.90189111003242,121.34150707445563,115089200,AAPL
2020-12-10,120.08453369140625,120.69840778980956,117.07365430341792,117.41469133916986,81312200,AAPL
2020-12-11,119.27581024169922,119.61684733291102,117.46343320377245,119.29529488946088,86939800,AAPL
2020-12-14,118.66191864013672,120.19171973982225,118.42806573103923,119.4609228940989,79184500,AAPL
2020-12-15,124.60576629638672,124.62525838078408,120.95178104734528,121.15640332920535,157243700,AAPL
2020-12-16,124.53754425048828,125.0832036047306,123.31954931044656,124.14779181691584,98208600,AAPL
2020-12-17,125.40476989746094,126.26224318770603,124.76166492977711,125.59964613576102,94359800,AAPL
2020-12-18,123.4169921875,125.79452063801119,122.89081749267945,125.6581058023967,192541500,AAPL
2020-12-21,124.94677734375,125.02473079695858,120.2891663082695,121.81896751574804,121251600,AAPL
2020-12-22,128.5033721923828,130.96859332329765,126.33045801920044,128.24028106231793,168904800,AAPL
2020-12-23,127.60691833496094,129.03926690688297,127.43151930755751,128.7761906679344,88223700,AAPL
2020-12-24,128.59103393554688,130.04288924480903,127.74331422195132,127.95768251910687,54930100,AAPL
2020-12-28,133.190185546875,133.82353697075987,130.09159867672324,130.55931944043445,124486200,AAPL
2020-12-29,131.41676330566406,135.236393246922,130.9003346955004,134.5153498347467,121047300,AAPL
2020-12-30,130.29623413085938,132.50811721089653,129.9844202745973,132.10861128309938,96452100,AAPL
2020-12-31,129.29258728027344,131.29010173967114,128.34742211950626,130.64699691249126,99116600,AAPL
2021-01-04,126.0965576171875,130.18901679490946,123.51440739203096,130.10132474572453,143301900,AAPL
2021-01-05,127.65559387207031,128.3669135415631,125.14165081624391,125.58987944540236,97664900,AAPL
2021-01-06,123.35853576660156,127.69460255545032,123.14416745080455,124.44986199518105,155088000,AAPL
2021-01-07,127.56792449951172,128.25975221212653,124.58627507251094,125.0734730800105,109578200,AAPL
2021-01-08,128.66900634765625,129.2341578626651,126.89559833144519,129.03926675065185,105158200,AAPL
2021-01-11,125.67756652832031,126.83709991297498,125.20986070587222,125.88219618894762,100384500,AAPL
2021-01-12,125.50220489501953,126.36941672040446,123.6118743194809,125.2098831281038,91951100,AAPL
2021-01-13,127.53870391845703,128.08436335121425,125.20015924432487,125.46323548419424,88636800,AAPL
2021-01-14,125.60938262939453,127.64586655028748,125.46321431935365,127.4509903383349,90221800,AAPL
2021-01-15,123.88471984863281,126.88586162781512,123.74830498903837,125.48272886164109,111598500,AAPL
2021-01-19,124.55704498291016,125.41451823804258,123.6898331200979,124.5083222083043,90757300,AAPL
2021-01-20,128.6494903564453,129.0977190154373,125.25859676461178,125.36578090905975,104319500,AAPL
2021-01-21,133.3655548095703,136.09386615455463,130.16953762113462,130.37416729095122,120150900,AAPL
2021-01-22,135.50926208496094,136.26928979361904,131.56295521732648,132.79068885405798,114459400,AAPL
2021-01-25,139.26068115234375,141.37511878863197,133.0440296191869,139.40684948015027,157611700,AAPL
2021-01-26,139.49452209472656,140.60533283780688,137.7503450890547,139.92325867417892,98390600,AAPL
2021-01-27,138.4226837158203,140.60533595593498,136.81493637532154,139.7576013848175,140843800,AAPL
2021-01-28,133.5799560546875,138.35450580385896,133.19994217532178,135.947746278508,142621100,AAPL
2021-01-29,128.58132934570312,133.23894200137332,126.8761359923647,132.35223788929187,177523800,AAPL
2021-02-01,130.7054901123047,131.9137466089755,127.57767214071629,130.32547623427098,106239800,AAPL
2021-02-02,131.53375244140625,132.81994773360248,131.1634771162088,132.2547961360246,83305400,AAPL
2021-02-03,130.51055908203125,132.29370495136607,130.18900672512515,132.2839514790338,89880900,AAPL
2021-02-04,133.87229919433594,133.88203780424485,131.14398674106272,132.81021085810278,84183100,AAPL
2021-02-05,133.45750427246094,134.10157011842293,132.57924349365368,134.03326822644928,75693800,AAPL
2021-02-08,133.60386657714844,133.6526621426791,131.6619162354287,132.74511227281954,71297200,AAPL
2021-02-09,132.72561645507812,134.55046970081816,132.56949146196018,133.32088673165194,76774200,AAPL
2021-02-10,132.12062072753906,133.68199010871433,131.15452174777565,133.1842959871747,73046600,AAPL
2021-02-11,131.86688232421875,133.09645045385943,130.53972304081887,132.61827762495054,64280000,AAPL
2021-02-12,132.10104370117188,132.25718355138284,130.46161994490367,131.1056856592872,60145100,AAPL
2021-02-16,129.97373962402344,132.7256347192669,129.58338986171597,132.21820236374853,80576300,AAPL
2021-02-17,127.68045043945312,129.02713073582913,126.34353819122421,128.08055326523402,97918500,AAPL
2021-02-18,126.57776641845703,126.86075693989008,124.33330389453356,126.08007238065763,96856700,AAPL
2021-02-19,126.73389434814453,127.55362134396646,125.6897404521568,127.09496971320031,87668800,AAPL
2021-02-22,122.95735931396484,126.5875301611266,122.56701700171384,124.91881659012454,103916400,AAPL
2021-02-23,122.82073211669922,123.65020481957035,115.53111655663116,120.77144442573531,158273000,AAPL
2021-02-24,122.32305145263672,122.52797948716125,119.27839785951765,121.92295598861077,111039900,AAPL
2021-02-25,118.06835174560547,123.40626429687318,117.62922124798095,121.6692486287069,148199500,AAPL
2021-02-26,118.33181762695312,121.83512279314837,118.27326144324365,119.62969515081251,164560400,AAPL
2021-03-01,124.70413970947266,124.84075840671721,119.82487925027971,120.76169636502549,116307900,AAPL
2021-03-02,122.09859466552734,125.61166008144252,121.99125035893012,125.30914836930083,102260900,AAPL
2021-03-03,119.11250305175781,122.67436464921909,118.89781440194187,121.79609628413596,112966300,AAPL
2021-03-04,117.22909545898438,120.61530301450836,115.75556433244158,118.80997834389994,178155000,AAPL
2021-03-05,118.48796081542969,118.99540807937608,114.73093169979428,118.05859095189125,153766600,AAPL
2021-03-08,113.55014038085938,118.07809310772461,113.40376109045417,118.00978376489019,154376600,AAPL
2021-03-09,118.16590881347656,119.11248639429279,115.92145380009946,116.1556561829824,129525800,AAPL
2021-03-10,117.08272552490234,119.2198363292163,116.56551771410868,118.75143154135017,111943300,AAPL
2021-03-11,119.0149154663086,120.23473053231106,118.33182200741135,119.58091144377221,103026500,AAPL
2021-03-12,118.10736846923828,118.24398715605516,116.28252996168703,117.4925843785623,88105100,AAPL
2021-03-15,120.99590301513672,121.00566362104152,117.51211122320834,118.47821018844054,92403800,AAPL
2021-03-16,122.53775024414062,124.14790772898559,121.70827743229954,122.6646083393104,115227900,AAPL
2021-03-17,121.74730682373047,122.8207426159824,119.38573914658367,121.05445274468458,111932600,AAPL
2021-03-18,117.61945343017578,120.20546300637888,117.41452538083813,119.91270439580465,121229700,AAPL
2021-03-19,117.09249114990234,118.49772055342008,116.78997938198532,117.00466803476282,185549500,AAPL
2021-03-22,120.4103775024414,120.87878973760397,117.35596342731434,117.42427276940472,111912300,AAPL
2021-03-23,119.58089447021484,121.23983974643996,119.19055221546797,120.35181837592111,95467100,AAPL
2021-03-24,117.1900634765625,119.93221266793454,117.17054971237121,119.85414272084951,88530500,AAPL
2021-03-25,117.67798614501953,118.7221549060971,116.1263850777415,116.6533460379,98844700,AAPL
2021-03-26,118.28302001953125,118.5465042288051,116.04831804624526,117.44378670396847,94071200,AAPL
2021-03-29,118.45867156982422,119.61993781154605,117.81461313280423,118.71239516993987,80819200,AAPL
2021-03-30,117.0046615600586,117.49258758203952,115.98977454091903,117.20958959587135,85671900,AAPL
2021-03-31,119.2003402709961,120.53725293655799,118.2244881319706,118.71241420148334,118323800,AAPL
2021-04-01,120.02980041503906,121.18130611520114,119.53211379208796,120.6738663324064,75089100,AAPL
2021-04-05,122.8597640991211,123.11348769511308,120.09810124646425,120.87878579790437,88651200,AAPL
2021-04-06,123.16228485107422,124.06006693940361,122.61581009211896,123.44528283557895,80171300,AAPL
2021-04-07,124.81147003173828,124.830983795515,122.11811647580448,122.79145672607788,83466700,AAPL
2021-04-08,127.21208190917969,127.24135628131242,125.41651759687218,125.83612685765557,88844600,AAPL
2021-04-09,129.78831481933594,129.82734234724018,126.34355848189794,126.66559142580684,106686700,AAPL
2021-04-12,128.07081604003906,129.6419382844939,127.47554575138676,129.31990535224077,91420000,AAPL
2021-04-13,131.18377685546875,131.4082335358879,128.7441468621112,129.2418409105608,91266500,AAPL
2021-04-14,128.8417205810547,131.74000181214734,128.48066015580457,131.68145308268168,87222800,AAPL
2021-04-15,131.2520751953125,131.7400011254066,130.41284199993794,130.58850307773702,89347100,AAPL
2021-04-16,130.92031860351562,131.41799780371278,130.06156400836352,131.05693729907884,84922400,AAPL
2021-04-19,131.58384704589844,132.19863841633452,130.12006941367238,130.2859624251534,94264200,AAPL
2021-04-20,129.89566040039062,132.25722045509355,128.6270498214987,131.75954129528387,94812300,AAPL
2021-04-21,130.27622985839844,130.52019283566136,128.12935863654846,129.16375927769226,68847100,AAPL
2021-04-22,128.75393676757812,130.9105617092093,128.2367363124183,129.8273652126756,84566500,AAPL
2021-04-23,131.0764617919922,131.85713156314563,128.96861767310645,128.96861767310645,78657500,AAPL
2021-04-26,131.46678161621094,131.79856771997257,130.33478973127393,131.57412593099494,66905100,AAPL
2021-04-27,131.14476013183594,132.1401334204204,130.87152274129448,131.7497836551319,66015800,AAPL
2021-04-28,130.3543243408203,131.75955373687952,129.8663982944287,131.06669219926212,107760100,AAPL
2021-04-29,130.25672912597656,133.7600493468008,129.25160269288304,133.174532153205,151101000,AAPL
2021-04-30,128.2855682373047,130.33484942588132,127.9049863815457,128.59783327494785,109839500,AAPL
